date,drug_category,actual_sales,p10_demand,p50_demand,p90_demand,uncertainty_band,safety_stock,reorder_point,target_stock_lvl,simulated_inventory,stockout_risk,overstock_risk,replenishment_recommendation,recommended_order_qty,order_trigger
2020-01-28,R03,,0.53,8.31,15.14,14.61,11.83,36.76,57.25,27.74,1,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-01-29,R03,,0.74,9.39,18.87,18.13,16.42,44.59,73.03,41.43,1,0,INCREASE REPLENISHMENT,20.0,REACTIVE (Below ROP)
2020-01-30,R03,,0.58,8.2,16.69,16.11,14.71,39.31,64.78,44.04,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2020-01-31,R03,,0.79,8.15,17.07,16.28,15.45,39.9,66.66,35.84,1,0,INCREASE REPLENISHMENT,10.0,REACTIVE (Below ROP)
2020-02-01,R03,,1.24,8.05,16.2,14.96,14.12,38.27,62.72,47.69,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-02-02,R03,,0.63,8.44,17.93,17.3,16.44,41.76,70.23,40.64,1,0,INCREASE REPLENISHMENT,15.0,REACTIVE (Below ROP)
2020-02-03,R03,,0.63,8.51,17.7,17.07,15.92,41.45,69.02,42.2,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2020-02-04,R03,,1.47,8.09,17.32,15.85,15.99,40.26,67.95,38.69,1,0,INCREASE REPLENISHMENT,8.0,REACTIVE (Below ROP)
2020-02-05,R03,,0.44,9.67,18.98,18.54,16.13,45.14,73.07,45.6,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2020-02-06,R03,,0.26,8.4,17.3,17.04,15.42,40.62,67.32,42.93,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-02-07,R03,,1.23,8.41,17.73,16.5,16.14,41.37,69.33,42.53,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2020-02-08,R03,,0.34,8.36,17.7,17.36,16.18,41.26,69.28,47.12,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2020-02-09,R03,,0.52,8.42,18.6,18.08,17.63,42.89,73.43,42.76,1,0,INCREASE REPLENISHMENT,12.0,REACTIVE (Below ROP)
2020-02-10,R03,,0.52,8.71,18.69,18.17,17.29,43.42,73.36,44.34,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2020-02-11,R03,,0.51,8.13,18.51,18.0,17.98,42.37,73.51,44.63,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2020-02-12,R03,,0.32,8.08,19.2,18.88,19.26,43.5,76.86,48.5,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2020-02-13,R03,,0.58,8.02,18.0,17.42,17.29,41.35,71.29,49.42,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2020-02-14,R03,,0.67,8.24,17.91,17.24,16.75,41.47,70.48,49.4,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2020-02-15,R03,,1.19,8.06,17.23,16.04,15.88,40.06,67.57,53.16,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-02-16,R03,,0.5,8.44,18.51,18.01,17.44,42.76,72.97,47.1,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2020-02-17,R03,,0.53,9.75,18.55,18.02,15.24,44.49,70.89,46.66,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2020-02-18,R03,,0.91,8.01,18.26,17.35,17.75,41.78,72.53,41.91,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2020-02-19,R03,,0.51,8.12,18.72,18.21,18.36,42.72,74.52,46.9,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2020-02-20,R03,,0.51,8.21,17.68,17.17,16.4,41.03,69.44,45.78,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2020-02-21,R03,,0.59,8.49,18.56,17.97,17.44,42.91,73.12,48.57,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2020-02-22,R03,,0.53,8.19,17.57,17.04,16.25,40.82,68.96,50.08,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-02-23,R03,,0.51,8.46,18.59,18.08,17.55,42.93,73.32,44.89,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2020-02-24,R03,,1.41,8.81,18.71,17.3,17.15,43.58,73.28,48.43,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2020-02-25,R03,,0.51,8.14,18.29,17.78,17.58,42.0,72.45,43.62,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2020-02-26,R03,,0.49,7.97,18.7,18.21,18.58,42.49,74.68,48.48,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2020-02-27,R03,,0.71,8.09,17.61,16.9,16.49,40.76,69.32,48.51,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2020-02-28,R03,,0.57,8.56,18.61,18.04,17.41,43.09,73.24,48.42,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2020-02-29,R03,,0.51,8.16,17.25,16.74,15.74,40.22,67.49,50.86,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2020-03-01,R03,,0.55,8.55,18.76,18.21,17.68,43.33,73.96,44.7,0,0,INCREASE REPLENISHMENT,15.0,PROACTIVE (Forward Shortfall)
2020-03-02,R03,,0.58,8.48,18.65,18.07,17.61,43.05,73.56,48.15,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2020-03-03,R03,,0.56,8.03,18.42,17.86,18.0,42.09,73.26,42.67,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2020-03-04,R03,,0.26,8.06,19.26,19.0,19.4,43.58,77.18,49.64,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2020-03-05,R03,,1.18,8.04,17.83,16.65,16.96,41.08,70.45,49.58,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2020-03-06,R03,,0.59,8.19,17.86,17.27,16.75,41.32,70.33,49.54,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2020-03-07,R03,,1.18,8.15,17.18,16.0,15.64,40.09,67.18,53.35,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-03-08,R03,,1.17,8.39,18.53,17.36,17.56,42.73,73.15,46.2,0,0,INCREASE REPLENISHMENT,14.0,PROACTIVE (Forward Shortfall)
2020-03-09,R03,,0.59,8.74,18.92,18.33,17.63,43.85,74.39,45.81,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2020-03-10,R03,,1.43,8.01,18.27,16.84,17.77,41.8,72.58,42.07,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2020-03-11,R03,,0.59,7.95,18.72,18.13,18.65,42.5,74.81,48.06,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2020-03-12,R03,,0.61,8.2,17.77,17.16,16.58,41.18,69.89,50.11,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2020-03-13,R03,,0.62,8.58,18.61,17.99,17.37,43.11,73.2,48.91,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2020-03-14,R03,,0.35,8.39,17.7,17.35,16.13,41.3,69.23,50.33,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-03-15,R03,,0.58,8.43,18.72,18.14,17.82,43.11,73.98,44.94,0,0,INCREASE REPLENISHMENT,14.0,PROACTIVE (Forward Shortfall)
2020-03-16,R03,,0.62,8.51,18.75,18.13,17.74,43.27,73.99,48.51,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2020-03-17,R03,,0.6,8.08,18.34,17.74,17.77,42.01,72.79,44.0,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2020-03-18,R03,,1.3,9.21,19.89,18.59,18.5,46.13,78.17,49.92,0,0,INCREASE REPLENISHMENT,14.0,PROACTIVE (Forward Shortfall)
2020-03-19,R03,,0.62,8.06,17.61,16.99,16.54,40.72,69.37,48.71,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-03-20,R03,,0.62,8.19,17.89,17.27,16.8,41.37,70.47,47.65,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2020-03-21,R03,,0.61,8.07,17.29,16.68,15.97,40.18,67.84,53.46,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-03-22,R03,,0.57,8.4,18.72,18.15,17.87,43.07,74.03,45.39,0,0,INCREASE REPLENISHMENT,14.0,PROACTIVE (Forward Shortfall)
2020-03-23,R03,,1.19,9.74,19.32,18.13,16.59,45.81,74.55,45.99,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2020-03-24,R03,,0.59,8.08,18.27,17.68,17.65,41.89,72.46,42.25,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2020-03-25,R03,,0.57,8.13,18.78,18.21,18.45,42.84,74.79,48.17,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2020-03-26,R03,,0.59,8.02,17.65,17.06,16.68,40.74,69.63,49.04,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2020-03-27,R03,,0.59,8.19,17.9,17.31,16.82,41.39,70.52,49.02,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2020-03-28,R03,,0.58,8.48,17.58,17.0,15.76,41.2,68.5,50.83,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-03-29,R03,,0.91,8.56,18.83,17.92,17.79,43.47,74.28,45.35,0,0,INCREASE REPLENISHMENT,14.0,PROACTIVE (Forward Shortfall)
2020-03-30,R03,,0.58,8.66,19.03,18.45,17.96,43.94,75.05,45.79,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2020-03-31,R03,,0.31,8.32,18.91,18.6,18.34,43.3,75.07,43.13,1,0,INCREASE REPLENISHMENT,8.0,REACTIVE (Below ROP)
2020-04-01,R03,,0.32,8.15,19.44,19.12,19.55,44.0,77.87,48.81,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2020-04-02,R03,,0.33,8.23,18.32,17.99,17.48,42.17,72.44,50.66,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2020-04-03,R03,,0.33,8.55,18.52,18.19,17.27,42.92,72.83,50.43,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2020-04-04,R03,,0.31,8.4,17.6,17.29,15.93,41.13,68.73,53.88,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-04-05,R03,,0.29,8.48,18.83,18.54,17.93,43.37,74.42,47.48,0,0,INCREASE REPLENISHMENT,14.0,PROACTIVE (Forward Shortfall)
2020-04-06,R03,,0.33,8.68,18.96,18.63,17.81,43.85,74.69,48.0,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2020-04-07,R03,,0.59,6.79,17.33,16.74,18.26,38.63,70.25,43.32,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-04-08,R03,,0.42,6.79,18.43,18.01,20.16,40.53,75.45,50.53,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2020-04-09,R03,,0.49,6.87,16.71,16.22,17.04,37.65,67.17,52.74,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-04-10,R03,,0.35,6.96,17.1,16.75,17.56,38.44,68.86,49.87,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2020-04-11,R03,,1.02,5.54,16.3,15.28,18.64,35.26,67.54,54.91,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-04-12,R03,,0.35,5.39,17.16,16.81,20.39,36.56,71.87,49.37,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2020-04-13,R03,,1.62,5.55,17.37,15.75,20.47,37.12,72.58,50.98,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-04-14,R03,,1.56,5.5,17.58,16.02,20.92,37.42,73.66,51.43,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2020-04-15,R03,,0.75,5.37,18.77,18.02,23.21,39.32,79.52,55.93,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2020-04-16,R03,,1.41,5.42,16.22,14.81,18.71,34.97,67.37,56.56,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-04-17,R03,,0.79,5.42,16.55,15.76,19.28,35.54,68.93,58.14,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-04-18,R03,,0.78,5.24,16.85,16.07,20.11,35.83,70.66,63.72,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2020-04-19,R03,,0.76,5.22,17.98,17.22,22.1,37.76,76.04,58.48,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2020-04-20,R03,,0.78,5.63,17.91,17.13,21.27,38.16,75.0,53.26,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-04-21,R03,,0.79,5.69,17.75,16.96,20.89,37.96,74.14,54.63,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-04-22,R03,,0.61,5.5,18.75,18.14,22.95,39.45,79.2,59.94,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2020-04-23,R03,,0.39,5.55,16.23,15.84,18.5,35.15,67.19,58.44,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-04-24,R03,,0.57,5.57,16.39,15.82,18.74,35.45,67.91,57.89,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-04-25,R03,,0.38,5.5,16.8,16.42,19.57,36.07,69.97,63.32,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2020-04-26,R03,,0.53,5.69,17.97,17.44,21.27,38.34,75.18,57.82,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2020-04-27,R03,,0.34,5.5,17.87,17.53,21.43,37.93,75.04,52.13,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-04-28,R03,,0.34,4.62,16.27,15.93,20.18,34.04,68.99,53.63,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-04-29,R03,,0.32,4.62,17.68,17.36,22.62,36.48,75.66,60.01,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2020-04-30,R03,,0.33,4.66,15.61,15.28,18.97,32.95,65.8,60.39,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-05-01,R03,,0.48,4.83,15.92,15.44,19.21,33.7,66.97,55.73,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2020-05-02,R03,,0.32,4.77,16.04,15.72,19.52,33.83,67.64,61.9,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-05-03,R03,,0.31,4.77,17.23,16.92,21.58,35.89,73.27,57.13,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2020-05-04,R03,,0.31,4.92,17.18,16.87,21.23,35.99,72.77,53.36,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-05-05,R03,,0.29,4.82,17.07,16.78,21.22,35.68,72.43,53.44,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-05-06,R03,,0.29,4.79,17.93,17.64,22.76,37.13,76.55,59.62,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2020-05-07,R03,,0.3,4.78,15.67,15.37,18.86,33.2,65.87,58.83,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-05-08,R03,,0.3,4.72,15.8,15.5,19.19,33.35,66.59,58.05,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-05-09,R03,,0.28,4.73,16.06,15.78,19.62,33.81,67.8,62.33,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-05-10,R03,,0.26,4.74,17.2,16.94,21.58,35.8,73.18,57.6,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2020-05-11,R03,,0.27,4.9,17.07,16.8,21.08,35.78,72.29,52.86,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-05-12,R03,,0.27,4.84,17.41,17.14,21.77,36.29,74.0,53.96,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2020-05-13,R03,,0.27,4.83,17.82,17.55,22.5,36.99,75.96,59.12,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-05-14,R03,,0.29,4.84,16.02,15.73,19.36,33.88,67.42,58.29,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-05-15,R03,,0.29,4.83,15.89,15.6,19.16,33.65,66.83,60.45,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2020-05-16,R03,,0.3,4.83,16.02,15.72,19.38,33.87,67.44,61.62,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-05-17,R03,,0.28,4.98,17.13,16.85,21.04,35.98,72.43,56.79,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2020-05-18,R03,,0.27,4.85,17.31,17.04,21.58,36.13,73.51,52.81,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-05-19,R03,,0.28,4.85,17.3,17.02,21.56,36.11,73.46,52.96,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-05-20,R03,,0.28,4.85,17.75,17.47,22.34,36.89,75.59,58.11,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2020-05-21,R03,,0.29,4.84,16.05,15.76,19.42,33.94,67.57,59.26,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-05-22,R03,,0.45,4.86,15.87,15.42,19.07,33.65,66.68,59.42,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2020-05-23,R03,,0.29,4.83,15.98,15.69,19.31,33.8,67.25,61.56,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-05-24,R03,,0.27,4.98,17.17,16.9,21.11,36.05,72.62,56.73,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2020-05-25,R03,,0.28,4.85,17.15,16.87,21.3,35.85,72.75,52.75,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-05-26,R03,,0.28,4.85,16.73,16.45,20.58,35.13,70.77,52.9,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2020-05-27,R03,,0.28,4.85,16.99,16.71,21.03,35.58,72.0,58.05,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-05-28,R03,,0.29,4.89,15.23,14.94,17.91,32.58,63.6,58.2,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-05-29,R03,,0.29,5.03,15.5,15.21,18.13,33.22,64.63,56.31,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2020-05-30,R03,,0.3,5.03,15.35,15.05,17.87,32.96,63.92,57.28,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-05-31,R03,,0.28,4.88,16.63,16.35,20.35,34.99,70.24,52.25,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2020-06-01,R03,,0.28,4.9,16.65,16.37,20.35,35.05,70.3,50.37,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-06-02,R03,,0.3,4.92,16.72,16.42,20.44,35.2,70.6,49.47,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-06-03,R03,,0.29,4.9,17.01,16.72,20.98,35.68,72.01,55.55,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-06-04,R03,,0.32,4.89,15.21,14.89,17.87,32.54,63.5,55.65,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-06-05,R03,,0.46,4.91,15.24,14.78,17.89,32.62,63.61,56.76,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2020-06-06,R03,,0.43,5.07,15.25,14.82,17.63,32.84,63.38,57.85,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-06-07,R03,,0.29,4.93,16.54,16.25,20.11,34.9,69.73,52.78,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2020-06-08,R03,,0.29,4.95,16.36,16.07,19.76,34.61,68.84,48.85,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-06-09,R03,,0.3,4.95,16.3,16.0,19.66,34.51,68.56,48.9,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-06-10,R03,,0.29,4.95,16.57,16.28,20.13,34.98,69.84,54.95,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-06-11,R03,,0.46,4.96,14.96,14.5,17.32,32.2,62.2,54.0,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-06-12,R03,,0.31,4.93,14.9,14.59,17.27,32.06,61.97,54.04,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2020-06-13,R03,,0.44,4.95,15.25,14.81,17.84,32.69,63.59,55.11,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2020-06-14,R03,,0.28,4.93,16.08,15.8,19.31,34.1,67.55,50.16,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2020-06-15,R03,,0.74,4.96,16.3,15.56,19.64,34.52,68.54,47.23,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-06-16,R03,,0.29,5.09,16.18,15.89,19.21,34.48,67.75,49.27,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-06-17,R03,,0.48,5.16,16.84,16.36,20.23,35.71,70.75,53.18,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2020-06-18,R03,,0.3,5.26,15.07,14.77,16.99,32.77,62.2,54.02,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-06-19,R03,,0.33,5.09,14.88,14.55,16.96,32.23,61.6,52.76,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2020-06-20,R03,,0.49,5.11,15.0,14.51,17.13,32.46,62.13,55.67,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-06-21,R03,,0.3,5.09,15.86,15.56,18.65,33.92,66.23,50.56,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2020-06-22,R03,,0.34,5.02,16.07,15.73,19.14,34.2,67.35,46.47,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-06-23,R03,,0.55,5.06,16.09,15.54,19.1,34.28,67.37,47.45,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-06-24,R03,,0.67,5.06,16.5,15.83,19.81,34.99,69.31,51.39,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2020-06-25,R03,,0.66,4.97,14.84,14.18,17.1,32.01,61.62,52.33,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-06-26,R03,,0.71,5.0,14.96,14.25,17.25,32.25,62.13,52.36,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2020-06-27,R03,,0.73,5.47,14.96,14.23,16.44,32.85,61.32,54.36,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-06-28,R03,,0.84,4.53,16.02,15.18,19.9,33.49,67.96,48.89,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2020-06-29,R03,,0.82,4.8,16.23,15.41,19.8,34.2,68.49,47.36,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-06-30,R03,,0.83,4.41,16.07,15.24,20.2,33.43,68.41,46.56,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-07-01,R03,,0.83,4.38,16.65,15.82,21.25,34.39,71.2,55.15,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2020-07-02,R03,,0.71,4.32,14.55,13.84,17.72,30.68,61.37,55.77,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-07-03,R03,,0.69,4.32,14.91,14.22,18.34,31.3,63.07,55.45,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-07-04,R03,,0.73,5.15,14.92,14.19,16.92,32.37,61.68,59.13,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2020-07-05,R03,,0.79,5.3,16.09,15.3,18.69,34.59,66.96,53.98,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2020-07-06,R03,,0.81,5.35,16.19,15.38,18.78,34.83,67.35,48.68,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2020-07-07,R03,,0.78,5.37,16.15,15.37,18.67,34.78,67.12,46.33,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2020-07-08,R03,,0.64,5.2,16.45,15.81,19.49,35.09,68.84,50.96,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
